workId,lang,decade,dcdReal,characterId,cl,isGrp,cGrp,persName,roleDesc,sex,age,profession,isComposedProf,normalizedProfession,rdmNbr,chosenGrp,chosenGrp2, modifier,professionalGroup,profGroupCoarse,profGroupCoarser,role,title,socialClass,origin,raceOrEthnicity,accentDialect,relations,normalizedRelation,genre,comments
32,ger,1890,1890,5.0,1.0,0.0,,Birnstiel,Wichsier des Corps Hassia,M,,Stiefelputzer,,bootblack,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,Corps Hassia-Gießen zu Mainz: Studentenverbindung; Wischier: Stiefelputzer
32,ger,1890,1890,6.0,1.0,0.0,,Gustav Krönlein,Musikdirektor,M,,Musikdirektor,,musical director,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,,,schwank,
32,ger,1890,1890,7.0,1.0,0.0,,Julius Knöpfler,,M,,,,,,,,,,,,,,,,,,,,schwank,
32,ger,1890,1890,8.0,1.0,0.0,,Fifi Oritanska,Operettensängerin,F,,Operettensängerin,,singer,,artists,,,artists,artists,artists,,,LMC,,,,,,schwank,
32,ger,1890,1890,9.0,1.0,0.0,,Adalbert Bender,,M,,,,,,,,,,,,,,,,,,,,schwank,
32,ger,1890,1890,10.0,1.0,0.0,,Veronika,seine Gattin,F,,,,,,,,,,,,,,,,,,Gattin(9),wife(9),schwank,
32,ger,1890,1890,11.0,1.0,0.0,,Eva,deren Tochter,F,,,,,,,,,,,,,,,,,,"Tochter(9,10)","daughter(9,10)",schwank,
32,ger,1890,1890,12.0,1.0,0.0,,August Pulvermann,,M,,,,,,,,,,,,,,,,,,,,schwank,
32,ger,1890,1890,13.0,1.0,0.0,,Cäsar von Schmetting,,M,,,,,,,,,,,,,,,,,,,,schwank,
32,ger,1890,1890,14.0,1.0,0.0,,Witwe Müller,,F,,,,,,,,,,,,,,,,,,,,schwank,
32,ger,1890,1890,15.0,1.0,0.0,,Knorr,Schuhmachermeister,M,,Schuhmachermeister,,master shoemaker,,crafts,,,crafts,crafts,bourgeoisie,,,UMC,,,,,,schwank,
32,ger,1890,1890,16.0,1.0,0.0,,Franz,Diener bei Steinkopf,M,,Diener,,domestic worker,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Diener(1),domestic worker(1),schwank,
32,ger,1890,1890,17.0,1.0,0.0,,Liesbeth,Dienstmädchen bei Steinkopf,F,,Dienstmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Dienstmädchen(1),housemaid(1),schwank,
32,ger,1890,1890,18.0,1.0,0.0,,Anna,Fifis Kammermädchen,F,,Kammermädchen,,lady's maid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Kammermädchen(8),lady's maid(8),schwank,
32,ger,1890,1890,19.0,1.0,0.0,,Ein Exekutor,,M,,Exekutor,,court bailiff,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UC,,,,,,schwank,Exekutor: https://www.dwds.de/wb/Exekutor
32,ger,1890,1890,20.0,1.0,0.0,,Ein Briefträger,,M,,Briefträger,,mail carrier,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,
32,ger,1890,1890,21.0,1.0,0.0,,Ein Telegraphenbote,,M,,Telegraphenbote,,telegraph messenger,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LC,,,,,,schwank,
46,ger,1880,1880,1.0,1.0,0.0,,Carl Kremser,,M,,,,,,,,,,,,,,,,,,,,schwank,
46,ger,1880,1880,2.0,1.0,0.0,,Lidia,dessen Frau,F,,,,,,,,,,,,,,,,,,Frau(1),wife(1),schwank,
46,ger,1880,1880,3.0,1.0,0.0,,Flitter,,U,,,,,,,,,,,,,,,,,,,,schwank,
46,ger,1880,1880,4.0,1.0,0.0,,Coralie,,F,,,,,,,,,,,,,,,,,,,,schwank,
46,ger,1880,1880,5.0,1.0,0.0,,Willy Rustan,,M,,,,,,,,,,,,,,,,,,,,schwank,
46,ger,1880,1880,6.0,1.0,0.0,,Kellner,,M,,Kellner,,waiter,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LC,,,,,,schwank,
46,ger,1880,1880,7.0,1.0,0.0,,Hausknecht,,M,,Hausknecht,,valet,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,
35,ger,1890,1890,1.0,1.0,0.0,,Hildebrandt,Verlagsbuchhändler,M,,Verlagsbuchhändler,,publisher,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,,,schwank,
35,ger,1890,1890,2.0,1.0,0.0,,Wally,seine Frau (zweiter Ehe),F,,,,,,,,,,,,,,UMC,,,,Frau(1),wife(1),schwank,
35,ger,1890,1890,3.0,1.0,0.0,,Eva,seine Tochter (erster Ehe),F,,,,,,,,,,,,,,UMC,,,,Tochter(1),daughter(1),schwank,
35,ger,1890,1890,4.0,1.0,0.0,,Käthe Groß,seine Nichte,F,,,,,,,,,,,,,,,,,,Nichte(1),niece(1),schwank,
35,ger,1890,1890,5.0,1.0,0.0,,Ernst Hilprecht,sein Compagnon,M,,,,,,,,,,,,,,,,,,Kompagnon(1),associate(1),schwank,
35,ger,1890,1890,6.0,1.0,0.0,,Hans Meinhart,,M,,,,,,,,,,,,,,,,,,,,schwank,
35,ger,1890,1890,7.0,1.0,0.0,,Dr. Lavonius,Schuldirektor,M,,Schuldirektor,,headmaster,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,Doktor,UMC,,,,,,schwank,
35,ger,1890,1890,8.0,1.0,0.0,,Valentin,sein Sohn,M,,,,,,,,,,,,,,UMC,,,,Sohn(7),son(7),schwank,
35,ger,1890,1890,9.0,1.0,0.0,,Wenzel,,M,,,,,,,,,,,,,,,,,,,,schwank,
35,ger,1890,1890,10.0,1.0,0.0,,Frau Sömmerlein,Haushälterin bei Hildebrandt,F,,Haushälterin,,housekeeper,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Haushälterin(1),housekeeper(1),schwank,
35,ger,1890,1890,11.0,1.0,0.0,,Maus,Comptoirdiener,M,,Comptoirdiener,,bartender,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LC,,,,,,schwank,
54,ger,1890,1890,1.0,1.0,0.0,,Martin Schröter,Fabrikant,M,,Fabrikant,,manufacturer,,industry and transportation,,,industry and transportation,bourgeoisie other,bourgeoisie,,,UMC,,,,,,schwank,
54,ger,1890,1890,2.0,1.0,0.0,,Sabine,seine Tochter,F,,,,,,,,,,,,,,UMC,,,,Tochter(1),daughter(1),schwank,
54,ger,1890,1890,3.0,1.0,0.0,,Walter Lenz,Rechtsanwalt,M,,Rechtsanwalt,,lawyer,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UC,,,,,,schwank,
54,ger,1890,1890,4.0,1.0,0.0,,Antonie,seine Frau,F,,,,,,,,,,,,,,UC,,,,Frau(3),wife(3),schwank,
54,ger,1890,1890,5.0,1.0,0.0,,Bernhard Gempe,ihr Cousin,M,,,,,,,,,,,,,,,,,,Cousin(4),cousin(4),schwank,
54,ger,1890,1890,6.0,1.0,0.0,,Fritz Flemming,Ingenieur,M,,Ingenieur,,engineer,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UC,,,,,,schwank,
54,ger,1890,1890,7.0,1.0,0.0,,Dr. Crusius,,M,,,,,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,Doktor,UC,,,,,,schwank,
54,ger,1890,1890,8.0,1.0,0.0,,Frau Dr. Crusius,,F,,,,,,,,,,,,,,UC,,,,Frau(7),wife(7),schwank,
54,ger,1890,1890,9.0,1.0,0.0,,Rektor Arnstedt,,M,,Rektor,,headmaster,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,,,schwank,
54,ger,1890,1890,10.0,1.0,0.0,,Frau Rektor Arnstedt,,F,,,,,,,,,,,,,,UMC,,,,Frau(9),wife(9),schwank,
54,ger,1890,1890,11.0,1.0,0.0,,Marthe,Dienstmädchen,F,,Dienstmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,
54,ger,1890,1890,12.0,1.0,0.0,,Ein Tapezierer,,M,,Tapezierer,,upholsterer,,crafts,,,crafts,crafts,bourgeoisie,,,LMC,,,,,,schwank,
54,ger,1890,1890,13.0,1.0,0.0,,Ein Diener,,M,,Diener,,domestic worker,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,
76,ger,1890,1890,1.0,1.0,0.0,,Kanzleirath Karl Friedrich Schmale,,M,,Kanzleirat,,clerk,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,Kanzleirat,UMC,,,,,,schwank,"Kanzlei: Büro, besonders einer Behörde, eines Rechtsanwalts (DWDS)"
76,ger,1890,1890,2.0,1.0,0.0,,Suzanne,dessen Frau,F,,,,,,,,,,,,,,UMC,,,,Frau(1),wife(1),schwank,
76,ger,1890,1890,3.0,1.0,0.0,,Hedwig,deren Tochter,F,,,,,,,,,,,,,,UMC,,,,"Tochter(1,2)","daughter(1,2)",schwank,
76,ger,1890,1890,4.0,1.0,0.0,,Dr. Ferdinand Zink,,M,,,,,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,Doktor,UC,,,,,,schwank,
76,ger,1890,1890,5.0,1.0,0.0,,Robert Kleinberg,,M,,,,,,,,,,,,,,,,,,,,schwank,
76,ger,1890,1890,6.0,1.0,0.0,,Martin,Bücherkolporteur,M,,Bücherkolporteur,,street bookseller,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LC,,,,,,schwank,
76,ger,1890,1890,7.0,1.0,0.0,,Stadtrath Krause,,M,,Stadtrat,,town councillor,,government officials,,,government officials,government and law enforcement,authority,,,UMC,,,,,,schwank,
76,ger,1890,1890,8.0,1.0,0.0,,Rathsdiener Merzhan,,M,,Ratsdiener,,civil servant,,intermediate professions,,,intermediate professions,bourgeoisie other,bourgeoisie,,,LMC,,,,,,schwank,"Ratsdiener: jmd., der Boten- und andere Hilfsdienste für den (Stadt-)‍Rat verrichtet (DWDS)"
76,ger,1890,1890,9.0,1.0,0.0,,Anna,Dienstmädchen bei Schmale,F,,Dienstmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Dienstmädchen(1),housemaid(1),schwank,
76,ger,1890,1890,10.0,1.0,0.0,,Ein Kellner,,M,,Kellner,,waiter,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LC,,,,,,schwank,
76,ger,1890,1890,11.0,0.0,1.0,,Vier Herren,,M,,,,,,,,,,,,,,,,,,,,schwank,
20,ger,1890,1890,1.0,1.0,0.0,,Robert Fiedler,,M,,,,,,,,,,,,,,,,,,,,schwank,
20,ger,1890,1890,2.0,1.0,0.0,,Henny,seine Frau,F,,,,,,,,,,,,,,,,,,Frau(1),wife(1),schwank,
20,ger,1890,1890,3.0,1.0,0.0,,Friedrich Herbig,Commerzienrath,M,,Kommerzienrat,,businessperson,,industry and transportation,,,industry and transportation,bourgeoisie other,bourgeoisie,,Kommerzienrat,UC,,,,,,schwank,Kommerzienrat: Titel für einen Großkaufmann und Industriellen (DWDS)
20,ger,1890,1890,4.0,1.0,0.0,,Marianne,seine Frau,F,,,,,,,,,,,,,,UC,,,,Frau(3),wife(3),schwank,
20,ger,1890,1890,5.0,1.0,0.0,,Thea,seine Tochter,F,,,,,,,,,,,,,,,,,,Tochter(3),daughter(3),schwank,
20,ger,1890,1890,6.0,1.0,0.0,,Hans Brückner,Chemiker,M,,Chemiker,,chemist,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,,,schwank,
20,ger,1890,1890,7.0,1.0,0.0,,Demeter Mitrovics,,M,,,,,,,,,,,,,,,,,,,,schwank,
20,ger,1890,1890,8.0,1.0,0.0,,Alfred Glitz,Journalist,M,,Journalist,,journalist,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,,,schwank,
20,ger,1890,1890,9.0,1.0,0.0,,Konsul Bock,,M,,Konsul,,consul,,government officials,,,government officials,government and law enforcement,authority,,Konsul,UC,,,,,,schwank,
20,ger,1890,1890,10.0,1.0,0.0,,Sarah Bartholdy,,F,,,,,,,,,,,,,,,,,,,,schwank,
20,ger,1890,1890,11.0,1.0,0.0,,Bertha,Dienstmädchen,F,,Dienstmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,
20,ger,1890,1890,12.0,1.0,0.0,,Ein Dienstman,,M,,Dienstmann,,porter,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,
21,ger,1900,1900,1.0,1.0,0.0,,Friedrich Weinholz,,M,,,,,,,,,,,,,,,,,,,,schwank,
21,ger,1900,1900,2.0,1.0,0.0,,Bertha,seine Frau,F,,,,,,,,,,,,,,,,,,Frau(1),wife(1),schwank,
21,ger,1900,1900,3.0,1.0,0.0,,Else,deren Tochter,F,,,,,,,,,,,,,,,,,,"Tochter(1,2)","daughter(1,2)",schwank,
21,ger,1900,1900,4.0,1.0,0.0,,Hugo Witte,Ingenieur,M,,Ingenieur,,engineer,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UC,,,,,,schwank,
21,ger,1900,1900,5.0,1.0,0.0,,Gertrude,seine Frau,F,,,,,,,,,,,,,,UC,,,,Frau(4),wife(4),schwank,
21,ger,1900,1900,6.0,1.0,0.0,,Christine Hollwitz,,F,,,,,,,,,,,,,,,,,,,,schwank,
21,ger,1900,1900,7.0,1.0,0.0,,Hüttchen,,M,,,,,,,,,,,,,,,,,,,,schwank,
21,ger,1900,1900,8.0,1.0,0.0,,Joseph Freisinger,,M,,,,,,,,,,,,,,,,,,,,schwank,
21,ger,1900,1900,9.0,1.0,0.0,,Ritter,,M,,,,,,,,,,,,,,,,,,,,schwank,
21,ger,1900,1900,10.0,1.0,0.0,,Frau Ritter,,M,,,,,,,,,,,,,,,,,,Frau(9),wife(9),schwank,
21,ger,1900,1900,11.0,1.0,0.0,,Edgar,"ihr Sohn, Kadett",M,,Kadett,,cadet,,military,,student,military,government and law enforcement,authority,,,UMC,,,,Sohn(10),son(10),schwank,Kadett: officer trainee; https://de.wikipedia.org/wiki/Kadett
21,ger,1900,1900,12.0,1.0,0.0,,Baumeister Hiller,,M,,Baumeister,,master builder,,crafts,,,crafts,crafts,bourgeoisie,,,UMC,,,,,,schwank,
21,ger,1900,1900,13.0,1.0,0.0,,Morawetz,,M,,,,,,,,,,,,,,,,,,,,schwank,
21,ger,1900,1900,14.0,1.0,0.0,,Frau Morawetz,,F,,,,,,,,,,,,,,,,,,Frau(13),wife(13),schwank,
21,ger,1900,1900,15.0,1.0,0.0,,Frieda,ihre Tochter,F,,,,,,,,,,,,,,,,,,Tochter(14),daughter(14),schwank,
21,ger,1900,1900,16.0,1.0,0.0,,Assessor Görlich,,M,,Assessor,,assessor,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,,,schwank,Assessor: Anwärter der höheren Beamtenlaufbahn nach der zweiten Staatsprüfung (DWDS)
21,ger,1900,1900,17.0,1.0,0.0,,Dr. Werndl,,M,,,,,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,Doktor,UC,,,,,,schwank,
21,ger,1900,1900,18.0,1.0,0.0,,Rnschke,,M,,,,,,,,,,,,,,,,,,,,schwank,
21,ger,1900,1900,19.0,1.0,0.0,,Minna,Dienstmädchen bei Weinholz,F,,Dienstmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Dienstmädchen(1),housemaid(1),schwank,
36,ger,1890,1890,1.0,1.0,0.0,,Ignaz Döll,,M,,,,,,,,,,,,,,,,,,,,schwank,
36,ger,1890,1890,2.0,1.0,0.0,,Adelheid,seine Frau,F,,,,,,,,,,,,,,,,,,Frau(1),wife(1),schwank,
36,ger,1890,1890,3.0,1.0,0.0,,Franziska,seine Tochter,F,,,,,,,,,,,,,,,,,,Tochter(1),daughter(1),schwank,
36,ger,1890,1890,4.0,1.0,0.0,,Emmy,seine Mündel,F,,,,,,,,,,,,,,,,,,Mündel(1),ward(1),schwank,
36,ger,1890,1890,5.0,1.0,0.0,,Neugebauer,sein Schwager,M,,,,,,,,,,,,,,,,,,"Schwager(1), Gatte(6)","brother-in-law(1), husband(6)",schwank,
36,ger,1890,1890,6.0,1.0,0.0,,Therese,seine Frau,F,,,,,,,,,,,,,,,,,,Frau(5),wife(5),schwank,
36,ger,1890,1890,7.0,1.0,0.0,,Herr Buschel,"Privatgelehrter, Dölls Vetter",M,,Privatgelehrter,,private scholar,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UC,,,,Vetter(1),cousin(1),schwank,
36,ger,1890,1890,8.0,1.0,0.0,,Gustav Wenglein,"Adelheids Neffe, Conservatorist",M,,Konservator,,curator,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,Neffe(2),nephew(2),schwank,
36,ger,1890,1890,9.0,1.0,0.0,,Johann Jakob Allendorf,,M,,,,,,,,,,,,,,,,,,,,schwank,
36,ger,1890,1890,10.0,1.0,0.0,,Leopold Schimmel,Versicherungsagent,M,,Versicherungsagent,,insurance agent,,intermediate professions,,,intermediate professions,bourgeoisie other,bourgeoisie,,,LMC,,,,,,schwank,
36,ger,1890,1890,11.0,1.0,0.0,,Dr. Paul Wagner,Arzt,M,,Arzt,,doctor,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,Doktor,UC,,,,,,schwank,
36,ger,1890,1890,12.0,1.0,0.0,,Lisbeth,Dienstmädchein bei Döll,F,,Dienstmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Dienstmädchen(1),housemaid(1),schwank,
18,ger,1890,1890,1.0,1.0,0.0,,Niobe,eine Statue,F,,,,,,,,,,,,,,,,,,,,schwank,
18,ger,1890,1890,2.0,1.0,0.0,,Peter Dunn,"Direktor der ""Allg. Versicherungs-Gesellschaft""",M,,Firmenleiter,,company manager,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UMC,,,,,,schwank,
18,ger,1890,1890,3.0,1.0,0.0,,Karoline,seine Frau,F,,,,,,,,,,,,,,UMC,,,,Frau(2),wife(2),schwank,
18,ger,1890,1890,4.0,1.0,0.0,2023-05-04 00:00:00,Helene Griffin,ihre Schwestern,F,,,,,,,,,,,,,,,,,,Schwester(3),sister(3),schwank,
18,ger,1890,1890,5.0,1.0,0.0,,Hetty Griffin,,F,,,,,,,,,,,,,,,,,,Schwester(3),sister(3),schwank,
18,ger,1890,1890,6.0,1.0,0.0,,Cornelius Griffin,ihr Bruder,M,,,,,,,,,,,,,,,,,,Bruder(3),brother(3),schwank,
18,ger,1890,1890,7.0,1.0,0.0,,Lord Tomkins,,M,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,Lord,UC,Great Britain,,,,,schwank,
18,ger,1890,1890,8.0,1.0,0.0,,Peter Siloks,,M,,,,,,,,,,,,,,,,,,,,schwank,
18,ger,1890,1890,9.0,1.0,0.0,,Beatrice,seine Tochter,F,,,,,,,,,,,,,,,,,,Tochter(8),daughter(8),schwank,
18,ger,1890,1890,10.0,1.0,0.0,,Magda Mifton,Gouvernante,F,,Gouvernante,,governess,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,
18,ger,1890,1890,11.0,1.0,0.0,,Philipp Innings,,M,,,,,,,,,,,,,,,,,,,,schwank,
18,ger,1890,1890,12.0,1.0,0.0,,Molly,Stubenmädchen,F,,Stubenmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,
30,ger,1890,1890,1.0,1.0,0.0,,Maximilian Freiherr von Wettingen,,M,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,Freiherr,UC,,,,,,schwank,Freiherr: Adelstitel eines Angehörigen einer Klasse des niederen Adels (DWDS); English: baron
30,ger,1890,1890,2.0,1.0,0.0,,Rudolf,sein Sohn,M,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,,UC,,,,Sohn(1),son(1),schwank,
30,ger,1890,1890,3.0,1.0,0.0,,Charlotte,Schwester des Freiherrns,F,,,,,,,,,,,,,,,,,,Schwester(1),sister(1),schwank,
30,ger,1890,1890,4.0,1.0,0.0,,Dietrich von Vinck,,M,,,,,,,,,,,,,,,,,,,,schwank,
30,ger,1890,1890,5.0,1.0,0.0,,Hofmarschall Graf Dornstett,,M,,Hofmarschall,,lord steward,,aristocrats,,,aristocrats,nobility,aristocracy,,Graf,UC,,,,,,schwank,"Hofmarschall: hoher Hofbeamter, dem die Verwaltung des fürstlichen Haushalts obliegt (DWDS); Graf: Adelstitel zwischen Fürst und Freiherr (DWDS); English: count"
30,ger,1890,1890,6.0,1.0,0.0,,Gräfin Dornstett,,F,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,Gräfin,UC,,,,,,schwank,
30,ger,1890,1890,7.0,1.0,0.0,,Mister Thomas Forster,,M,,,,,,,,,,,,,,,,,,,,schwank,
30,ger,1890,1890,8.0,1.0,0.0,,Mary,seine Tochter,F,,,,,,,,,,,,,,,,,,Tochter(7),daughter(7),schwank,
30,ger,1890,1890,9.0,1.0,0.0,,Mistreß Hanna Stephensen,,F,,,,,,,,,,,,,,,,,,,,schwank,
30,ger,1890,1890,10.0,1.0,0.0,,Wernicke,Tafeldecker,M,,Tafeldecker,,domestic worker,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,"Tafeldecker: Tafeldecker, Bedienter, zuständig für das Tischdecken und das Tafelleinen"
30,ger,1890,1890,11.0,1.0,0.0,,Lorenz,Diener,M,,Diener,,domestic worker,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,
30,ger,1890,1890,12.0,1.0,0.0,,Franz,Kellner,M,,Kellner,,waiter,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LC,,,,,,schwank,
30,ger,1890,1890,13.0,1.0,0.0,,Ein Diener,,M,,Diener,,domestic worker,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,schwank,
37,ger,1890,1890,1.0,1.0,0.0,,Florian Appelius,"Besitzer des ""Fasanenhof""",M,,,,,,,,,,,,,,,,,,,,schwank,
37,ger,1890,1890,2.0,1.0,0.0,,Sophie Klingelschmidt,dessen Cousine,F,,,,,,,,,,,,,,LMC,,,,Cousine(1),cousin(1),schwank,
37,ger,1890,1890,3.0,1.0,0.0,,Wendelin Klingelschmidt,"Beamter, deren Gatte",M,,Beamter,,civil servant,,intermediate professions,,,intermediate professions,bourgeoisie other,bourgeoisie,,,LMC,,,,Gatte(2),husband(2),schwank,
37,ger,1890,1890,4.0,1.0,0.0,,Gustel,beider Tochter,F,,,,,,,,,,,,,,LMC,,,,"Tochter(2,3)","daughter(2,3)",schwank,
37,ger,1890,1890,5.0,1.0,0.0,,Commerzienrath Strecker aus Köln,,M,,Kommerzienrat,,businessperson,,industry and transportation,,,industry and transportation,bourgeoisie other,bourgeoisie,,Kommerzienrat,UC,,,,,,schwank,Kommerzienrat: Titel für einen Großkaufmann und Industriellen (DWDS)
37,ger,1890,1890,6.0,1.0,0.0,,Fritz,dessen Sohn,M,,,,,,,,,,,,,,UC,,,,Sohn(5),son(5),schwank,
37,ger,1890,1890,7.0,1.0,0.0,,Dagobert Zoppi,,M,,,,,,,,,,,,,,,,,,,,schwank,
37,ger,1890,1890,8.0,1.0,0.0,,Emmy Walther,Malerin,F,,Malerin,,painter,,artists,,,artists,artists,artists,,,LMC,,,,,,schwank,
37,ger,1890,1890,9.0,1.0,0.0,,Knußmann,Privatier,M,,Privatier,,rentier,,rentiers,,,rentiers,rentiers,bourgeoisie,,,UC,,,,,,schwank,"Privatier: [veraltend] Person, die keiner Erwerbstätigkeit nachgeht und ihren Lebensunterhalt von ihrem Vermögen bestreitet (DWDS)"
37,ger,1890,1890,10.0,1.0,0.0,,Burkhardt,Förster,M,,Förster,,forester,,agriculture,,,agriculture,agriculture,agriculture,,,LMC,,,,,,schwank,
37,ger,1890,1890,11.0,1.0,0.0,,Fräulein Mallier,Haushälterin bei Appelius,F,,Haushälterin,,housekeeper,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Haushälterin(1),housekeeper(1),schwank,
37,ger,1890,1890,12.0,1.0,0.0,,Christian,Hausknecht bei Appelius,M,,Hausknecht,,valet,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Hausknecht(1),valet(1),schwank,
29,ger,1890,1890,1.0,1.0,0.0,,Grünwald,Rentier,M,,Rentier,,rentier,,rentiers,,,rentiers,rentiers,bourgeoisie,,,UC,,,,,,schwank,
29,ger,1890,1890,2.0,1.0,0.0,,Auguste,seine Frau,F,,,,,,,,,,,,,,UC,,,,Frau(1),wife(1),schwank,
29,ger,1890,1890,3.0,1.0,0.0,,Annie,deren Tochter,F,,,,,,,,,,,,,,UC,,,,"Tochter(1,2)","daughter(1,2)",schwank,
29,ger,1890,1890,4.0,1.0,0.0,,Max Häuser,Advokat,M,,Advokat,,lawyer,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,Doktor,UC,,,,,,schwank,
29,ger,1890,1890,5.0,1.0,0.0,,Ella,seine Frau,F,,,,,,,,,,,,,,UC,,,,Frau(4),wife(4),schwank,
29,ger,1890,1890,6.0,1.0,0.0,,Amalie Scheibler,ihre Mutter,F,,,,,,,,,,,,,,,,,,Mutter(5),mother(5),schwank,
29,ger,1890,1890,7.0,1.0,0.0,,Professor Conrad Freimann,Maler,M,,Maler,,painter,,artists,,,artists,artists,artists,,Professor,UC,,,,,,schwank,
29,ger,1890,1890,8.0,1.0,0.0,,Felix,Schauspieler,M,,Schauspieler,,actor,,artists,,,artists,artists,artists,,,LMC,,,,,,schwank,
29,ger,1890,1890,9.0,1.0,0.0,,Professor Löwenstrom,,M,,Professor,,teacher,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,Professor,UC,,,,,,schwank,
29,ger,1890,1890,10.0,1.0,0.0,,Ninette,Chansonettensängerin,F,,Chansonettensängerin,,singer,,artists,,,artists,artists,artists,,,LMC,,,,,,schwank,
29,ger,1890,1890,11.0,1.0,0.0,,Arpad Világos,,M,,,,,,,,,,,,,,,,,,,,schwank,
29,ger,1890,1890,12.0,1.0,0.0,,Klettke,Kunsthändler,M,,Kunsthändler,,art dealer,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LMC,,,,,,schwank,
29,ger,1890,1890,13.0,1.0,0.0,,Minna,Dienstmädchen bei Häuser,F,,Dienstmädchen,,housemaid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,Dienstmädchen(4),housemaid(4),schwank,
29,ger,1890,1890,14.0,1.0,0.0,,Opitz,Besitzer eines Familienhotels,M,,Hotelbesitzer,,hotel owner,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,UMC,,,,,,schwank,
